,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
4294,4294, for work securing public health funding before and during covid,LEAVENS DREW EUGENE,13,public_health,"['__label__13', 1.0000100135803223, '', '']","['__label__13', 1.0000100135803223]","['', '']",13,1.0000100135803223,,,for,0.9678359627723694,13,public_health
4295,4295, state law enforcement advocacy organization collectively represents over commissioned police officers and deputy sheriffs in seattle and king county,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 0.9637899398803711, '', '']","['__label__6', 0.9637899398803711]","['', '']",6,0.9637899398803711,,,for,0.7070680260658264,6,security_policy
4296,4296,and always strong supporter of law enforcement officers and families,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 0.9921941161155701, '', '']","['__label__6', 0.9921941161155701]","['', '']",6,0.9921941161155701,,,for,0.7515741586685181,6,security_policy
4297,4297, representing over law enforcement officers in washington state,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.7081498503684998,6,security_policy
4298,4298,law enforcement administrators of washington,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.8205932974815369,6,security_policy
4299,4299, representing commissioned law enforcement officers in washingtons largest police unions,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 0.9991804361343384, '', '']","['__label__6', 0.9991804361343384]","['', '']",6,0.9991804361343384,,,for,0.5215076208114624,6,security_policy
4300,4300,representing over law enforcement officers in washington state,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,against,0.7081498503684998,6,security_policy
4301,4301,representing commissioned law enforcement officers in washingtons largest police unions,LEAVENS DREW EUGENE,6,security_policy,"['__label__6', 0.9991804361343384, '', '']","['__label__6', 0.9991804361343384]","['', '']",6,0.9991804361343384,,,for,0.5215076208114624,6,security_policy
4302,4302,played important role as ranking minority member on house appropriations committee and always working hard to stop new taxes from impacting business community,LEAVENS DREW EUGENE,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8604764342308044,,
4303,4303,minority floor leader,LEAVENS DREW EUGENE,0,social_policy,"['__label__0', 1.0000100135803223, '', '']","['__label__0', 1.0000100135803223]","['', '']",0,1.0000100135803223,,,for,0.9512979388237,0,social_policy
4304,4304,achieving worldclass education,LEVIN MIKE,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.9039167761802673,4,education
4305,4305,providing affordable healthcare coverage for all,LEVIN MIKE,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.6340727210044861,5,healthcare
4306,4306,treating immigrants with dignity,LEVIN MIKE,9,immigration,"['__label__9', 0.9976868629455566, '', '']","['__label__9', 0.9976868629455566]","['', '']",9,0.9976868629455566,,,for,0.685484766960144,9,immigration
4307,4307,opposing toll road extension through south orange county,LEVIN MIKE,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,against,0.5727746486663818,,
4308,4308,creating jobs for future,LEVIN MIKE,1,occupation,"['__label__1', 1.0000100135803223, '', '']","['__label__1', 1.0000100135803223]","['', '']",1,1.0000100135803223,,,for,0.9491984248161316,1,occupation
4309,4309,covid public health economic response,LEVIN MIKE,13,public_health,"['__label__13', 1.0000100135803223, '', '']","['__label__13', 1.0000100135803223]","['', '']",13,1.0000100135803223,,,for,0.8743624687194824,13,public_health
4310,4310,standing for lgbtq rights,LEVIN MIKE,0,social_policy,"['__label__0', 0.9996640086174011, '', '']","['__label__0', 0.9996640086174011]","['', '']",0,0.9996640086174011,,,for,0.9532217383384705,0,social_policy
4311,4311,womens health and economic opportunity,LEVIN MIKE,0,social_policy,"['__label__0', 1.0000100135803223, '', '']","['__label__0', 1.0000100135803223]","['', '']",0,1.0000100135803223,,,for,0.9263032674789429,0,social_policy
4312,4312,protecting animal welfare,LEVIN MIKE,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7880868911743164,,
4313,4313,honored by daily dot as internet freedom hero for work on behalf of internet privacy,LIEU TED,7,domestic_policy,"['__label__7', 0.9748311638832092, '', '']","['__label__7', 0.9748311638832092]","['', '']",7,0.9748311638832092,,,for,0.8937437534332275,7,domestic_policy
4314,4314, and parents sold gifts at flea markets to make ends meet,LIEU TED,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7532477378845215,,
4315,4315, attend public school in torrance,LIEU TED,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,against,0.5938814282417297,4,education
4316,4316,thank for visiting campaign webs site,LIEU TED,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.6221405863761902,3,election 
4317,4317,rep lieu statement on returned campaign contributions,LIEU TED,3,election ,"['__label__3', 0.9992778301239014, '', '']","['__label__3', 0.9992778301239014]","['', '']",3,0.9992778301239014,,,against,0.5509072542190552,3,election 
4318,4318,honor veterans after election,LIEU TED,3,election ,"['__label__3', 0.9893575310707092, '', '']","['__label__3', 0.9893575310707092]","['', '']",3,0.9893575310707092,,,for,0.6121385097503662,3,election 
4319,4319,argonaut election endorsements october,LIEU TED,3,election ,"['__label__3', 0.9971204400062561, '', '']","['__label__3', 0.9971204400062561]","['', '']",3,0.9971204400062561,,,for,0.7862740755081177,3,election 
4320,4320,election endorsements endorse ted lieu for congress,LIEU TED,3,election ,"['__label__3', 0.9777238368988037, '', '']","['__label__3', 0.9777238368988037]","['', '']",3,0.9777238368988037,,,for,0.7260549664497375,3,election 
4321,4321,argonaut vote ted lieu,LIEU TED,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6931163668632507,3,election 
4322,4322,join teds campaign for congress,LIEU TED,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.6753057837486267,3,election 
4323,4323,qualified federal multicandidate pacs may contribute up to per election,LIEU TED,3,election ,"['__label__3', 0.9990989565849304, '', '']","['__label__3', 0.9990989565849304]","['', '']",3,0.9990989565849304,,,for,0.5184935927391052,3,election 
4324,4324,agoura hills mayor pro temp ilece buckley weber agoura hills councilmember john edelston agoura hills councilmember harry schwarz former agoura hills mayor louise rishoff ret,LIEU TED,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5615821480751038,,
4325,4325, ted strong advocate for women and men in uniform,LIEU TED,3,election ,"['__label__0', 0.8840492963790894, '', '']","['__label__0', 0.8840492963790894]","['', '']",0,0.8840492963790894,,,for,0.999272882938385,0,social_policy
4326,4326,corporate and labor union contributions not permitted by law,LIEU TED,1,occupation,"['__label__1', 0.9973783493041992, '', '']","['__label__1', 0.9973783493041992]","['', '']",1,0.9973783493041992,,,against,0.5156158208847046,1,occupation
4327,4327,as one of only four computer science majors serving in congress,LIEU TED,11,science,"['__label__11', 0.9974591135978699, '', '']","['__label__11', 0.9974591135978699]","['', '']",11,0.9974591135978699,,,against,0.9883784651756287,11,science
4328,4328, separate families and commit military to fighting wars without authorization from congress,LIEU TED,6,security_policy,"['__label__6', 0.9956784844398499, '', '']","['__label__6', 0.9956784844398499]","['', '']",6,0.9956784844398499,,,for,0.9534060955047607,6,security_policy
4329,4329,community outreach centers help local business owners,LIEW SARAH SUN,7,domestic_policy,"['__label__7', 0.9955416321754456, '', '']","['__label__7', 0.9955416321754456]","['', '']",7,0.9955416321754456,,,for,0.8842512965202332,7,domestic_policy
4330,4330, to restore spiritually stagnant america,LIEW SARAH SUN,2,economy ,"['__label__2', 0.9921941161155701, '', '']","['__label__2', 0.9921941161155701]","['', '']",2,0.9921941161155701,,,for,0.750606119632721,2,economy 
4331,4331, to start new businesses help to repair breach and aid californias recovery in aftermath of covid,LIEW SARAH SUN,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7252622246742249,,
4332,4332,students and teachers not need to worry about lockedup classrooms,LIEW SARAH SUN,4,education,"['__label__4', 0.9579222798347473, '', '']","['__label__4', 0.9579222798347473]","['', '']",4,0.9579222798347473,,,against,0.5060027837753296,4,education
4333,4333,chip in to dr sarah sun liews campaign to make strong voice for ca district family business,LIEW SARAH SUN,3,election ,"['__label__3', 0.6442351341247559, '', '']","['__label__3', 0.6442351341247559]","['', '']",3,0.6442351341247559,,,for,0.8262448906898499,3,election 
4334,4334,thanks for support elections,LIEW SARAH SUN,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9999617338180542,,
4335,4335, with restaurant and tourism sectors among hardest hit,LIEW SARAH SUN,12,infra_transpo,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.6770251393318176,,
4336,4336,targeted assistance for in tourism,LIEW SARAH SUN,12,infra_transpo,"['__label__12', 0.994098961353302, '', '']","['__label__12', 0.994098961353302]","['', '']",12,0.994098961353302,,,for,0.8839338421821594,12,infra_transpo
4337,4337,covid in california restoration relief,LIEW SARAH SUN,13,public_health,"['__label__13', 0.9995221495628357, '', '']","['__label__13', 0.9995221495628357]","['', '']",13,0.9995221495628357,,,for,0.5981836915016174,13,public_health
4338,4338,in early world shocked by covid threat,LIEW SARAH SUN,13,public_health,"['__label__13', 0.9947898983955383, '', '']","['__label__13', 0.9947898983955383]","['', '']",13,0.9947898983955383,,,for,0.9147759675979614,13,public_health
4339,4339, covid crisis inestimable damage to states economy and infrastructure,LIEW SARAH SUN,13,public_health,"['__label__13', 0.9955416321754456, '', '']","['__label__13', 0.9955416321754456]","['', '']",13,0.9955416321754456,,,for,0.5855117440223694,13,public_health
4340,4340,comeback from covid crisis require more than simply curing virus and repairing schools and businesses,LIEW SARAH SUN,13,public_health,"['__label__13', 0.9496793746948242, '', '']","['__label__13', 0.9496793746948242]","['', '']",13,0.9496793746948242,,,for,0.5114536881446838,13,public_health
4341,4341,following military service,LINDERMAN HANK,7,domestic_policy,"['__label__7', 0.9879562258720398, '', '']","['__label__7', 0.9879562258720398]","['', '']",7,0.9879562258720398,,,for,0.5365105867385864,7,domestic_policy
4342,4342,economy needs work as well,LINDERMAN HANK,2,economy ,"['__label__2', 1.0000100135803223, '', '']","['__label__2', 1.0000100135803223]","['', '']",2,1.0000100135803223,,,for,0.9372782707214355,2,economy 
4343,4343,spend every summer and as much time as at lake with family and friends,LINDERMAN HANK,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8592784404754639,,
4344,4344,october home stretch fund drive on please donate today,LINDERMAN HANK,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8060593008995056,,
4345,4345,also mean want school or organization to divest of petroleum based investments,LINDERMAN HANK,4,education,"['__label__4', 0.9845854640007019, '', '']","['__label__4', 0.9845854640007019]","['', '']",4,0.9845854640007019,,,against,0.5555655360221863,4,education
4346,4346,in hank entered atherton high school as junior,LINDERMAN HANK,4,education,"['__label__4', 0.9961855411529541, '', '']","['__label__4', 0.9961855411529541]","['', '']",4,0.9961855411529541,,,against,0.8710728883743286,4,education
4347,4347, and within year elected student council president,LINDERMAN HANK,4,education,"['__label__4', 0.9399233460426331, '', '']","['__label__4', 0.9399233460426331]","['', '']",4,0.9399233460426331,,,for,0.8482944965362549,4,education
4348,4348, obstacles to education and opportunity,LINDERMAN HANK,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.9677311182022095,4,education
4349,4349, particularly against black americans,LINDERMAN HANK,3,election ,"['__label__3', 0.9985549449920654, '', '']","['__label__3', 0.9985549449920654]","['', '']",3,0.9985549449920654,,,against,0.9999786615371704,3,election 
4350,4350,came up with npe as part of campaign for congress in kentuckys nd district thats campaign small part of npe button,LINDERMAN HANK,3,election ,"['__label__3', 0.9553291201591492, '', '']","['__label__3', 0.9553291201591492]","['', '']",3,0.9553291201591492,,,against,0.6905498504638672,3,election 
4351,4351, free to replace campaign info with,LINDERMAN HANK,3,election ,"['__label__3', 0.979677677154541, '', '']","['__label__3', 0.979677677154541]","['', '']",3,0.979677677154541,,,against,0.53969407081604,3,election 
4352,4352,no plastics in environmemt,LINDERMAN HANK,10,environment,"['__label__10', 0.9959398508071899, '', '']","['__label__10', 0.9959398508071899]","['', '']",10,0.9959398508071899,,,for,0.6182181239128113,10,environment
4353,4353,all use too much singleuse plastic,LINDERMAN HANK,10,environment,"['__label__10', 0.9956784844398499, '', '']","['__label__10', 0.9956784844398499]","['', '']",10,0.9956784844398499,,,for,0.9097643494606018,10,environment
4354,4354, arrive with singleuse plastic lid and stirrer,LINDERMAN HANK,10,environment,"['__label__10', 0.9883227348327637, '', '']","['__label__10', 0.9883227348327637]","['', '']",10,0.9883227348327637,,,for,0.7555115222930908,10,environment
4355,4355, dont want plastic straw,LINDERMAN HANK,10,environment,"['__label__10', 0.9994907379150391, '', '']","['__label__10', 0.9994907379150391]","['', '']",10,0.9994907379150391,,,against,0.6775512099266052,10,environment
